"id","parent_id","name","description","source_id"
"6776","null","Economy-wide","Imported by CPR loader","1"
"6777","null","Energy","Imported by CPR loader","1"
"6778","null","Transportation","Imported by CPR loader","1"
"6789","null","Environment","Imported by CPR loader","1"
"6796","null","Economy-wide","Imported by CPR loader","1"
"6797","null","Energy","Imported by CPR loader","1"
"6798","null","Transportation","Imported by CPR loader","1"
"6805","null","Energy","Imported by CPR loader","1"
"6806","null","Transportation","Imported by CPR loader","1"
"6825","null","Economy-wide","Imported by CPR loader","1"
"6826","null","Transportation","Imported by CPR loader","1"
"6485","null","Agriculture","Imported by CPR loader","1"
"6499","null","Energy","Imported by CPR loader","1"
"6500","null","Residential and Commercial","Imported by CPR loader","1"
"6522","null","Adaptation","Imported by CPR loader","1"
"6523","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6541","null","Energy","Imported by CPR loader","1"
"6562","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6571","null","Agriculture","Imported by CPR loader","1"
"6572","null","Energy","Imported by CPR loader","1"
"6573","null","Health","Imported by CPR loader","1"
"6574","null","LULUCF","Imported by CPR loader","1"
"6575","null","Tourism","Imported by CPR loader","1"
"6576","null","Transportation","Imported by CPR loader","1"
"6577","null","Water","Imported by CPR loader","1"
"6596","null","Economy-wide","Imported by CPR loader","1"
"6604","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6630","null","Agriculture","Imported by CPR loader","1"
"6631","null","Water","Imported by CPR loader","1"
"6633","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6656","null","Economy-wide","Imported by CPR loader","1"
"6657","null","Energy","Imported by CPR loader","1"
"6658","null","Transportation","Imported by CPR loader","1"
"6659","null","Waste","Imported by CPR loader","1"
"6680","null","Buildings","Imported by CPR loader","1"
"6687","null","Energy","Imported by CPR loader","1"
"6688","null","Industry","Imported by CPR loader","1"
"6695","null","Energy","Imported by CPR loader","1"
"6696","null","Transportation","Imported by CPR loader","1"
"6707","null","Energy","Imported by CPR loader","1"
"6708","null","Transportation","Imported by CPR loader","1"
"6720","null","Economy-wide","Imported by CPR loader","1"
"6726","null","Energy","Imported by CPR loader","1"
"6727","null","Environment","Imported by CPR loader","1"
"6731","null","Energy","Imported by CPR loader","1"
"6744","null","Agriculture","Imported by CPR loader","1"
"6745","null","Cross Cutting Area","Imported by CPR loader","1"
"6746","null","Industry","Imported by CPR loader","1"
"6753","null","Agriculture","Imported by CPR loader","1"
"6779","null","LULUCF","Imported by CPR loader","1"
"6780","null","Residential and Commercial","Imported by CPR loader","1"
"6790","null","Energy","Imported by CPR loader","1"
"6791","null","Transportation","Imported by CPR loader","1"
"6799","null","Transport","Imported by CPR loader","1"
"6800","null","Urban","Imported by CPR loader","1"
"6807","null","Energy","Imported by CPR loader","1"
"6808","null","Environment","Imported by CPR loader","1"
"6809","null","LULUCF","Imported by CPR loader","1"
"6810","null","Residential and Commercial","Imported by CPR loader","1"
"6811","null","Transportation","Imported by CPR loader","1"
"6812","null","Urban","Imported by CPR loader","1"
"6827","null","Economy-wide","Imported by CPR loader","1"
"6828","null","Energy","Imported by CPR loader","1"
"6829","null","Transportation","Imported by CPR loader","1"
"6836","null","Finance","Imported by CPR loader","1"
"6837","null","LULUCF","Imported by CPR loader","1"
"6838","null","Energy","Imported by CPR loader","1"
"6839","null","Urban","Imported by CPR loader","1"
"6840","null","Energy","Imported by CPR loader","1"
"6841","null","Energy","Imported by CPR loader","1"
"6842","null","Industry","Imported by CPR loader","1"
"6843","null","Transportation","Imported by CPR loader","1"
"6844","null","LULUCF","Imported by CPR loader","1"
"6845","null","Environment","Imported by CPR loader","1"
"6846","null","Energy","Imported by CPR loader","1"
"6847","null","Residential and Commercial","Imported by CPR loader","1"
"6848","null","Transportation","Imported by CPR loader","1"
"6849","null","Water","Imported by CPR loader","1"
"6850","null","Transportation","Imported by CPR loader","1"
"6851","null","Energy","Imported by CPR loader","1"
"6852","null","Energy","Imported by CPR loader","1"
"6853","null","Energy","Imported by CPR loader","1"
"6854","null","Energy","Imported by CPR loader","1"
"6855","null","Water","Imported by CPR loader","1"
"6856","null","Economy-wide","Imported by CPR loader","1"
"6857","null","Energy","Imported by CPR loader","1"
"6858","null","Environment","Imported by CPR loader","1"
"6859","null","Health","Imported by CPR loader","1"
"6860","null","LULUCF","Imported by CPR loader","1"
"6861","null","Other","Imported by CPR loader","1"
"6862","null","Rural","Imported by CPR loader","1"
"6863","null","Social development","Imported by CPR loader","1"
"6864","null","Urban","Imported by CPR loader","1"
"6865","null","Waste","Imported by CPR loader","1"
"6866","null","Transportation","Imported by CPR loader","1"
"6867","null","Agriculture","Imported by CPR loader","1"
"6868","null","Water","Imported by CPR loader","1"
"6869","null","Energy","Imported by CPR loader","1"
"6870","null","Residential and Commercial","Imported by CPR loader","1"
"6871","null","Transportation","Imported by CPR loader","1"
"6872","null","Energy","Imported by CPR loader","1"
"6873","null","Residential and Commercial","Imported by CPR loader","1"
"6874","null","Economy-wide","Imported by CPR loader","1"
"6875","null","Energy","Imported by CPR loader","1"
"6876","null","Health","Imported by CPR loader","1"
"6877","null","LULUCF","Imported by CPR loader","1"
"6878","null","Transportation","Imported by CPR loader","1"
"6879","null","Water","Imported by CPR loader","1"
"6880","null","Industry","Imported by CPR loader","1"
"6881","null","Residential and Commercial","Imported by CPR loader","1"
"6882","null","Transportation","Imported by CPR loader","1"
"6883","null","LULUCF","Imported by CPR loader","1"
"6884","null","Environment","Imported by CPR loader","1"
"6885","null","LULUCF","Imported by CPR loader","1"
"6886","null","Agriculture","Imported by CPR loader","1"
"6887","null","Energy","Imported by CPR loader","1"
"6888","null","Health","Imported by CPR loader","1"
"6889","null","Residential and Commercial","Imported by CPR loader","1"
"6890","null","Transportation","Imported by CPR loader","1"
"6891","null","Water","Imported by CPR loader","1"
"6892","null","Coastal zones","Imported by CPR loader","1"
"6895","null","Energy","Imported by CPR loader","1"
"6893","null","Environment","Imported by CPR loader","1"
"6894","null","Social development","Imported by CPR loader","1"
"6901","null","LULUCF","Imported by CPR loader","1"
"6902","null","Social development","Imported by CPR loader","1"
"6918","null","Energy","Imported by CPR loader","1"
"6919","null","Transportation","Imported by CPR loader","1"
"6926","null","Residential and Commercial","Imported by CPR loader","1"
"6933","null","Energy","Imported by CPR loader","1"
"6934","null","Residential and Commercial","Imported by CPR loader","1"
"6940","null","Environment","Imported by CPR loader","1"
"6941","null","LULUCF","Imported by CPR loader","1"
"6942","null","Transportation","Imported by CPR loader","1"
"6943","null","Water","Imported by CPR loader","1"
"6953","null","Energy","Imported by CPR loader","1"
"6960","null","Energy","Imported by CPR loader","1"
"6961","null","Industry","Imported by CPR loader","1"
"6962","null","Residential and Commercial","Imported by CPR loader","1"
"6963","null","Transportation","Imported by CPR loader","1"
"6969","null","Energy","Imported by CPR loader","1"
"6970","null","Residential and Commercial","Imported by CPR loader","1"
"6971","null","Transportation","Imported by CPR loader","1"
"6972","null","Water","Imported by CPR loader","1"
"6979","null","Energy","Imported by CPR loader","1"
"6996","null","Environment","Imported by CPR loader","1"
"6997","null","LULUCF","Imported by CPR loader","1"
"7008","null","Energy","Imported by CPR loader","1"
"7022","null","Energy","Imported by CPR loader","1"
"7023","null","Water","Imported by CPR loader","1"
"7032","null","Energy","Imported by CPR loader","1"
"7033","null","Industry","Imported by CPR loader","1"
"7042","null","Agriculture","Imported by CPR loader","1"
"7043","null","Energy","Imported by CPR loader","1"
"7044","null","LULUCF","Imported by CPR loader","1"
"7045","null","Transportation","Imported by CPR loader","1"
"7057","null","Agriculture","Imported by CPR loader","1"
"7075","null","Energy","Imported by CPR loader","1"
"7087","null","Agriculture","Imported by CPR loader","1"
"7088","null","Water","Imported by CPR loader","1"
"7104","null","Energy","Imported by CPR loader","1"
"7105","null","Residential and Commercial","Imported by CPR loader","1"
"7106","null","Transportation","Imported by CPR loader","1"
"7107","null","Waste","Imported by CPR loader","1"
"7125","null","Energy","Imported by CPR loader","1"
"7133","null","Transportation","Imported by CPR loader","1"
"7147","null","Environment","Imported by CPR loader","1"
"7148","null","Water","Imported by CPR loader","1"
"6896","null","Transport","Imported by CPR loader","1"
"6912","null","Environment","Imported by CPR loader","1"
"6913","null","Social development","Imported by CPR loader","1"
"6914","null","Water","Imported by CPR loader","1"
"6921","null","Energy","Imported by CPR loader","1"
"6927","null","Economy-wide","Imported by CPR loader","1"
"6928","null","Energy","Imported by CPR loader","1"
"6929","null","Transportation","Imported by CPR loader","1"
"6930","null","Water","Imported by CPR loader","1"
"6936","null","Energy","Imported by CPR loader","1"
"6937","null","Residential and Commercial","Imported by CPR loader","1"
"6945","null","LULUCF","Imported by CPR loader","1"
"6946","null","Transportation","Imported by CPR loader","1"
"6955","null","Energy","Imported by CPR loader","1"
"6956","null","Industry","Imported by CPR loader","1"
"6964","null","Energy","Imported by CPR loader","1"
"6965","null","Residential and Commercial","Imported by CPR loader","1"
"6974","null","Energy","Imported by CPR loader","1"
"6975","null","Transportation","Imported by CPR loader","1"
"6987","null","Agriculture","Imported by CPR loader","1"
"6988","null","Health","Imported by CPR loader","1"
"6989","null","Industry","Imported by CPR loader","1"
"6990","null","Transportation","Imported by CPR loader","1"
"6991","null","Waste","Imported by CPR loader","1"
"6998","null","Economy-wide","Imported by CPR loader","1"
"6999","null","LULUCF","Imported by CPR loader","1"
"7000","null","Social development","Imported by CPR loader","1"
"7013","null","Industry","Imported by CPR loader","1"
"7028","null","Energy","Imported by CPR loader","1"
"7034","null","Energy","Imported by CPR loader","1"
"7035","null","Industry","Imported by CPR loader","1"
"7036","null","Residential and Commercial","Imported by CPR loader","1"
"7037","null","Transportation","Imported by CPR loader","1"
"7038","null","Water","Imported by CPR loader","1"
"7049","null","LULUCF","Imported by CPR loader","1"
"7050","null","Transportation","Imported by CPR loader","1"
"7059","null","Environment","Imported by CPR loader","1"
"7060","null","LULUCF","Imported by CPR loader","1"
"7061","null","Transportation","Imported by CPR loader","1"
"7062","null","Water","Imported by CPR loader","1"
"7068","null","Energy","Imported by CPR loader","1"
"7069","null","Industry","Imported by CPR loader","1"
"7070","null","Transportation","Imported by CPR loader","1"
"7071","null","Waste","Imported by CPR loader","1"
"7072","null","Water","Imported by CPR loader","1"
"7077","null","Agriculture","Imported by CPR loader","1"
"7078","null","Energy","Imported by CPR loader","1"
"7079","null","Transportation","Imported by CPR loader","1"
"7089","null","Environment","Imported by CPR loader","1"
"7095","null","Agriculture","Imported by CPR loader","1"
"7096","null","Energy","Imported by CPR loader","1"
"7097","null","LULUCF","Imported by CPR loader","1"
